name:Unit_6;
size:16;
vertices:
0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,
0,0,0,10,10,207,207,207,10,0,0,0,0,0,0,0,
0,0,10,207,207,207,207,207,207,10,0,0,0,0,0,0,
0,10,207,30,207,207,207,30,207,10,0,0,0,0,0,0,
0,10,207,30,207,207,207,30,207,207,10,0,0,0,0,0,
10,207,180,207,207,207,207,207,180,207,10,0,0,0,0,0,
10,207,207,207,30,30,30,207,207,207,10,0,0,0,10,0,
10,207,10,10,207,207,207,207,10,10,207,10,0,0,10,0,
10,207,207,207,10,207,207,10,207,207,207,207,10,10,207,10,
10,207,10,10,207,207,207,207,10,10,207,207,207,207,207,10,
10,207,207,207,207,207,207,207,207,207,207,207,207,207,207,10,
0,10,207,207,207,207,207,207,207,207,207,207,207,207,10,0,
0,10,207,207,207,207,207,207,207,207,207,207,207,207,10,0,
0,0,10,207,207,207,207,207,207,207,207,207,10,10,10,0,
0,0,0,10,207,207,207,207,207,207,207,10,10,10,0,0,
0,0,0,0,10,10,10,10,10,10,10,10,0,0,0,0
