name:Unit_4;
size:16;
vertices:
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,5,5,5,5,5,5,0,0,5,5,5,5,5,5,0,
0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,
0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,
200,200,200,200,200,80,80,80,80,80,80,80,80,0,0,0,
200,240,240,200,200,200,200,200,80,80,80,80,80,0,0,0,
240,240,240,200,200,200,200,200,200,200,200,80,80,0,0,0,
240,240,240,240,240,240,240,240,240,240,200,80,80,0,0,0,
240,240,240,240,240,240,240,240,240,240,200,80,80,0,0,0,
240,240,240,240,240,240,240,240,200,80,80,80,80,0,0,0,
240,240,240,240,240,200,200,200,80,80,80,80,80,0,0,0,
240,240,200,200,200,200,200,0,0,0,0,0,0,0,0,0,
240,200,200,200,200,200,0,0,0,0,0,0,0,0,0,0;
partmask:
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4,4,4,4,4,4,0,0,3,3,3,3,3,3,0,
0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,
0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,
2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,
2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,
2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,
2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,
2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,
2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
