name:Unit_8;
size:16;
vertices:
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
200,200,200,200,200,200,200,200,200,200,200,0,0,0,200,200,
200,200,200,200,200,200,200,200,200,200,0,200,200,0,200,200,
200,200,200,200,200,200,200,200,200,0,200,0,200,0,200,200,
150,150,150,150,150,150,150,150,0,150,0,150,0,150,150,150,
150,150,150,150,150,150,150,0,150,0,150,0,150,150,150,150,
150,0,0,150,150,150,0,150,0,150,0,150,150,150,150,150,
150,0,0,0,150,0,150,0,150,0,150,150,150,150,150,150,
100,100,0,100,0,100,0,100,0,100,100,100,100,100,100,100,
100,100,0,100,0,0,100,0,100,100,100,100,100,100,100,100,
100,100,100,0,0,0,0,0,100,100,100,100,100,100,100,100,
100,100,100,0,0,100,0,100,100,100,100,100,100,100,100,100,
50,50,0,0,0,0,0,0,0,50,50,50,50,50,50,50,
0,0,0,0,50,50,50,0,0,50,50,50,50,50,50,50,
0,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,
0,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50;
partmask:
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
